suite,benchmark,#steps,dspv2 solved?,unigram solved?
minif2f@1,mathd_algebra_171,4,1,-1
minif2f@1,mathd_algebra_176,6,1,-1
minif2f@1,mathd_algebra_184,26,0,-1
minif2f@1,mathd_algebra_188,5,1,-1
minif2f@1,mathd_algebra_196,6,1,-1
minif2f@1,mathd_algebra_208,15,0,-1
minif2f@1,mathd_algebra_209,9,1,-1
minif2f@1,mathd_algebra_215,7,1,-1
minif2f@1,mathd_algebra_246,8,1,-1
minif2f@1,mathd_algebra_263,7,1,-1
minif2f@1,mathd_algebra_270,7,1,-1
minif2f@1,mathd_algebra_275,6,1,-1
minif2f@1,mathd_algebra_276,26,0,-1
minif2f@1,mathd_algebra_288,25,1,-1
minif2f@1,mathd_algebra_289,46,1,-1
minif2f@1,mathd_algebra_296,8,1,-1
minif2f@1,mathd_algebra_302,2,1,-1
minif2f@1,mathd_algebra_304,2,1,-1
minif2f@1,mathd_algebra_313,8,1,-1
minif2f@1,mathd_algebra_314,10,1,-1
minif2f@1,mathd_algebra_320,68,1,-1
minif2f@1,mathd_algebra_329,7,1,-1
minif2f@1,mathd_algebra_332,13,1,-1
minif2f@1,mathd_algebra_338,18,1,-1
minif2f@1,mathd_algebra_342,15,1,-1
minif2f@1,mathd_algebra_346,4,1,-1
minif2f@1,mathd_algebra_354,9,1,-1
minif2f@1,mathd_algebra_359,7,1,-1
minif2f@1,mathd_algebra_362,47,0,-1
minif2f@1,mathd_algebra_388,9,1,-1
minif2f@1,mathd_algebra_392,13,1,-1
minif2f@1,mathd_algebra_398,6,1,-1
minif2f@1,mathd_algebra_400,3,1,-1
minif2f@1,mathd_algebra_412,7,1,-1
minif2f@1,mathd_algebra_419,5,1,-1
minif2f@1,mathd_algebra_427,5,1,-1
minif2f@1,mathd_algebra_432,5,1,-1
minif2f@1,mathd_algebra_440,3,1,-1
minif2f@1,mathd_algebra_441,13,1,-1
minif2f@1,mathd_algebra_452,36,1,-1
minif2f@1,mathd_algebra_459,19,0,-1
minif2f@1,mathd_algebra_478,2,1,-1
minif2f@1,mathd_algebra_484,6,1,-1
minif2f@1,mathd_algebra_487,34,1,-1
minif2f@1,mathd_algebra_513,7,1,-1
minif2f@1,mathd_algebra_598,30,1,-1
minif2f@1,mathd_algebra_756,25,1,-1
minif2f@1,mathd_numbertheory_3,2,1,-1
minif2f@1,mathd_numbertheory_5,17,1,-1
minif2f@1,mathd_numbertheory_12,16,1,-1
minif2f@1,mathd_numbertheory_34,2,1,-1
minif2f@1,mathd_numbertheory_66,4,1,-1
minif2f@1,mathd_numbertheory_85,9,1,-1
minif2f@1,mathd_numbertheory_99,4,1,-1
minif2f@1,mathd_numbertheory_100,13,1,-1
minif2f@1,mathd_numbertheory_127,2,1,-1
minif2f@1,mathd_numbertheory_135,6,1,-1
minif2f@1,mathd_numbertheory_150,3,1,-1
minif2f@1,mathd_numbertheory_175,12,1,-1
minif2f@1,mathd_numbertheory_185,4,1,-1
minif2f@1,mathd_numbertheory_207,6,1,-1
minif2f@1,mathd_numbertheory_212,6,1,-1
minif2f@1,mathd_numbertheory_222,12,1,-1
minif2f@1,mathd_numbertheory_227,22,1,-1
minif2f@1,mathd_numbertheory_229,2,1,-1
minif2f@1,mathd_numbertheory_234,19,1,-1
minif2f@1,mathd_numbertheory_235,2,1,-1
minif2f@1,mathd_numbertheory_237,3,1,-1
minif2f@1,mathd_numbertheory_239,3,1,-1
minif2f@1,mathd_numbertheory_247,8,1,-1
minif2f@1,mathd_numbertheory_254,2,1,-1
minif2f@1,mathd_numbertheory_277,23,1,-1
minif2f@1,mathd_numbertheory_293,2,1,-1
minif2f@1,mathd_numbertheory_296,42,1,-1
minif2f@1,mathd_numbertheory_299,2,1,-1
minif2f@1,mathd_numbertheory_314,14,1,-1
minif2f@1,mathd_numbertheory_320,15,1,-1
minif2f@1,mathd_numbertheory_328,4,1,-1
minif2f@1,mathd_numbertheory_341,8,1,-1
minif2f@1,mathd_numbertheory_342,2,1,-1
minif2f@1,mathd_numbertheory_343,3,1,-1
minif2f@1,mathd_numbertheory_345,2,1,-1
minif2f@1,mathd_numbertheory_353,14,1,-1
minif2f@1,mathd_numbertheory_427,4,0,-1
minif2f@1,mathd_numbertheory_430,25,1,-1
minif2f@1,mathd_numbertheory_435,3,1,-1
minif2f@1,mathd_numbertheory_447,2,1,-1
minif2f@1,mathd_numbertheory_457,7,1,-1
minif2f@1,mathd_numbertheory_483,27,1,-1
minif2f@1,mathd_numbertheory_495,38,1,-1
minif2f@1,mathd_numbertheory_517,5,1,-1
minif2f@1,mathd_numbertheory_521,26,1,-1
minif2f@1,mathd_numbertheory_541,-1,1,-2
minif2f@1,mathd_numbertheory_551,2,1,-1
minif2f@1,mathd_numbertheory_552,14,1,-1
minif2f@1,mathd_numbertheory_559,10,1,-1
minif2f@1,mathd_numbertheory_582,9,1,-1
minif2f@1,mathd_numbertheory_618,9,1,-1
minif2f@1,mathd_numbertheory_711,17,1,-1
minif2f@1,mathd_numbertheory_728,5,1,-1
minif2f@1,mathd_numbertheory_765,12,1,-1
minif2f@1,mathd_numbertheory_769,2,1,-1
minif2f@1,mathd_numbertheory_1124,3,1,-1
minif2f@1,numbertheory_2pownm1prime_nprime,37,0,-1
minif2f@1,numbertheory_3pow2pownm1mod2pownp3eq2pownp2,53,0,-1
minif2f@1,numbertheory_4x3m7y3neq2003,22,1,-1
minif2f@1,numbertheory_aoddbdiv4asqpbsqmod8eq1,19,1,-1
minif2f@1,numbertheory_fxeq4powxp6powxp9powx_f2powmdvdf2pown,29,1,-1
minif2f@1,numbertheory_notequiv2i2jasqbsqdiv8,10,1,-1
minif2f@1,numbertheory_x5neqy2p4,8,1,-1
